Order Date,Region,Country,Category,Product,Sales Rep,Channel,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit,Margin %
2025-03-08,West,UK,Electronics,Smart Watch,T. Novak,Online,5,$149.99,$69.00,$749.95,$345.00,$404.95,54.0%
2025-03-08,South,Brazil,Apparel,Backpack,A. Patel,Retail Store,36,$54.99,$26.95,"$1,979.64",$970.20,"$1,009.44",51.0%
2025-03-08,North,USA,Office,Desk Lamp,A. Patel,Retail Store,36,$29.99,$16.79,"$1,079.64",$604.44,$475.20,44.0%
2025-03-09,South,Brazil,Electronics,Bluetooth Speaker,S. Owusu,Wholesale,30,$39.99,$20.39,"$1,199.70",$611.70,$588.00,49.0%
2025-03-09,West,Germany,Office,Desk Lamp,A. Patel,Online,5,$29.99,$16.79,$149.95,$83.95,$66.00,44.0%
2025-03-09,North,USA,Apparel,Jacket,K. Ivanova,Wholesale,30,$99.99,$46.00,"$2,999.70","$1,380.00","$1,619.70",54.0%
2025-03-09,North,Canada,Office,Monitor Arm,T. Novak,Online,3,$64.99,$31.85,$194.97,$95.55,$99.42,51.0%
2025-03-09,South,Argentina,Office,Desk Lamp,M. Silva,Wholesale,21,$29.99,$16.79,$629.79,$352.59,$277.20,44.0%
2025-03-10,East,India,Home & Kitchen,Cookware Set,M. Silva,Retail Store,15,$119.99,$56.40,"$1,799.85",$846.00,$953.85,53.0%
2025-03-10,West,Germany,Home & Kitchen,Cookware Set,K. Ivanova,Online,11,$119.99,$56.40,"$1,319.89",$620.40,$699.49,53.0%
2025-03-10,North,USA,Electronics,Smart Watch,K. Ivanova,Retail Store,9,$149.99,$69.00,"$1,349.91",$621.00,$728.91,54.0%
2025-03-10,North,Canada,Office,Notebook Set,R. Chen,Retail Store,30,$14.99,$8.69,$449.70,$260.70,$189.00,42.0%
2025-03-11,West,Germany,Apparel,Sunglasses,M. Silva,Wholesale,7,$34.99,$19.24,$244.93,$134.68,$110.25,45.0%
2025-03-11,North,USA,Electronics,Smart Watch,K. Ivanova,Online,27,$149.99,$69.00,"$4,049.73","$1,863.00","$2,186.73",54.0%
2025-03-11,South,Argentina,Office,Notebook Set,M. Silva,Retail Store,36,$14.99,$8.69,$539.64,$312.84,$226.80,42.0%
2025-03-11,North,USA,Home & Kitchen,Coffee Maker,A. Patel,Online,30,$69.99,$41.29,"$2,099.70","$1,238.70",$861.00,41.0%
2025-03-12,East,Japan,Apparel,Running Shoes,A. Patel,Online,28,$74.99,$39.74,"$2,099.72","$1,112.72",$987.00,47.0%
2025-03-12,West,UK,Apparel,Sunglasses,A. Patel,Wholesale,5,$34.99,$19.24,$174.95,$96.20,$78.75,45.0%
2025-03-12,North,USA,Office,Desk Lamp,A. Patel,Online,31,$29.99,$16.79,$929.69,$520.49,$409.20,44.0%
2025-03-13,North,USA,Apparel,Sunglasses,J. Kim,Online,35,$34.99,$19.24,"$1,224.65",$673.40,$551.25,45.0%
2025-03-14,North,USA,Apparel,Sunglasses,L. Rossi,Online,11,$34.99,$19.24,$384.89,$211.64,$173.25,45.0%
2025-03-14,South,Argentina,Apparel,Jacket,K. Ivanova,Online,4,$99.99,$46.00,$399.96,$184.00,$215.96,54.0%
2025-03-14,South,Brazil,Home & Kitchen,Blender,R. Chen,Online,37,$44.99,$28.34,"$1,664.63","$1,048.58",$616.05,37.0%
2025-03-14,North,Canada,Electronics,Bluetooth Speaker,M. Silva,Online,13,$39.99,$20.39,$519.87,$265.07,$254.80,49.0%
2025-03-15,East,India,Home & Kitchen,Blender,L. Rossi,Wholesale,26,$44.99,$28.34,"$1,169.74",$736.84,$432.90,37.0%
2025-03-15,West,UK,Apparel,Jacket,R. Chen,Retail Store,25,$99.99,$46.00,"$2,499.75","$1,150.00","$1,349.75",54.0%
2025-03-15,East,India,Electronics,Laptop Stand,S. Owusu,Retail Store,12,$24.99,$12.25,$299.88,$147.00,$152.88,51.0%
2025-03-16,West,UK,Home & Kitchen,Air Fryer,T. Novak,Retail Store,27,$89.99,$53.99,"$2,429.73","$1,457.73",$972.00,40.0%
2025-03-16,North,Canada,Office,Notebook Set,M. Silva,Online,15,$14.99,$8.69,$224.85,$130.35,$94.50,42.0%
2025-03-16,South,Argentina,Electronics,Smart Watch,L. Rossi,Online,34,$149.99,$69.00,"$5,099.66","$2,346.00","$2,753.66",54.0%
2025-03-17,West,UK,Home & Kitchen,Cookware Set,S. Owusu,Wholesale,27,$119.99,$56.40,"$3,239.73","$1,522.80","$1,716.93",53.0%
2025-03-17,South,Argentina,Electronics,Laptop Stand,A. Patel,Online,17,$24.99,$12.25,$424.83,$208.25,$216.58,51.0%
2025-03-18,West,UK,Apparel,Jacket,T. Novak,Online,16,$99.99,$46.00,"$1,599.84",$736.00,$863.84,54.0%
2025-03-18,South,Brazil,Apparel,Backpack,T. Novak,Retail Store,6,$54.99,$26.95,$329.94,$161.70,$168.24,51.0%
2025-03-18,North,USA,Home & Kitchen,Cookware Set,K. Ivanova,Wholesale,5,$119.99,$56.40,$599.95,$282.00,$317.95,53.0%
2025-03-19,North,Canada,Electronics,Bluetooth Speaker,J. Kim,Online,12,$39.99,$20.39,$479.88,$244.68,$235.20,49.0%
2025-03-19,South,Brazil,Home & Kitchen,Coffee Maker,A. Patel,Retail Store,40,$69.99,$41.29,"$2,799.60","$1,651.60","$1,148.00",41.0%
2025-03-19,West,UK,Home & Kitchen,Coffee Maker,A. Patel,Online,3,$69.99,$41.29,$209.97,$123.87,$86.10,41.0%
2025-03-20,West,UK,Electronics,Wireless Earbuds,J. Kim,Online,24,$59.99,$34.79,"$1,439.76",$834.96,$604.80,42.0%
2025-03-20,East,India,Home & Kitchen,Blender,R. Chen,Online,34,$44.99,$28.34,"$1,529.66",$963.56,$566.10,37.0%
2025-03-20,North,Canada,Office,Desk Chair,R. Chen,Online,26,$179.99,$82.80,"$4,679.74","$2,152.80","$2,526.94",54.0%
2025-03-21,West,Germany,Apparel,Sunglasses,S. Owusu,Retail Store,26,$34.99,$19.24,$909.74,$500.24,$409.50,45.0%
2025-03-22,West,UK,Apparel,Jacket,J. Kim,Wholesale,20,$99.99,$46.00,"$1,999.80",$920.00,"$1,079.80",54.0%
2025-03-22,North,USA,Home & Kitchen,Air Fryer,J. Kim,Retail Store,16,$89.99,$53.99,"$1,439.84",$863.84,$576.00,40.0%
2025-03-22,South,Brazil,Electronics,Smart Watch,A. Patel,Online,39,$149.99,$69.00,"$5,849.61","$2,691.00","$3,158.61",54.0%
2025-03-22,East,Japan,Office,Desk Chair,M. Silva,Retail Store,22,$179.99,$82.80,"$3,959.78","$1,821.60","$2,138.18",54.0%
2025-03-23,North,Canada,Office,Desk Lamp,M. Silva,Retail Store,23,$29.99,$16.79,$689.77,$386.17,$303.60,44.0%
2025-03-24,South,Brazil,Home & Kitchen,Air Fryer,M. Silva,Online,12,$89.99,$53.99,"$1,079.88",$647.88,$432.00,40.0%
2025-03-25,West,Germany,Apparel,Sunglasses,T. Novak,Online,2,$34.99,$19.24,$69.98,$38.48,$31.50,45.0%
2025-03-26,East,Japan,Home & Kitchen,Coffee Maker,T. Novak,Online,24,$69.99,$41.29,"$1,679.76",$990.96,$688.80,41.0%
2025-03-26,West,UK,Office,Notebook Set,R. Chen,Wholesale,40,$14.99,$8.69,$599.60,$347.60,$252.00,42.0%
2025-03-26,East,Japan,Electronics,Wireless Earbuds,A. Patel,Online,2,$59.99,$34.79,$119.98,$69.58,$50.40,42.0%
2025-03-27,West,Germany,Office,Desk Chair,S. Owusu,Retail Store,28,$179.99,$82.80,"$5,039.72","$2,318.40","$2,721.32",54.0%
2025-03-27,East,India,Apparel,Running Shoes,J. Kim,Online,33,$74.99,$39.74,"$2,474.67","$1,311.42","$1,163.25",47.0%
2025-03-27,North,Canada,Office,Desk Chair,T. Novak,Online,5,$179.99,$82.80,$899.95,$414.00,$485.95,54.0%
2025-03-27,West,Germany,Office,Notebook Set,L. Rossi,Online,31,$14.99,$8.69,$464.69,$269.39,$195.30,42.0%
2025-03-27,South,Argentina,Home & Kitchen,Coffee Maker,M. Silva,Online,8,$69.99,$41.29,$559.92,$330.32,$229.60,41.0%
2025-03-28,West,Germany,Electronics,Wireless Earbuds,T. Novak,Retail Store,24,$59.99,$34.79,"$1,439.76",$834.96,$604.80,42.0%
2025-03-28,North,Canada,Home & Kitchen,Blender,R. Chen,Retail Store,26,$44.99,$28.34,"$1,169.74",$736.84,$432.90,37.0%
2025-03-29,South,Brazil,Office,Desk Lamp,R. Chen,Retail Store,30,$29.99,$16.79,$899.70,$503.70,$396.00,44.0%
2025-03-29,West,Germany,Office,Desk Lamp,T. Novak,Retail Store,40,$29.99,$16.79,"$1,199.60",$671.60,$528.00,44.0%
2025-03-30,West,UK,Apparel,Backpack,J. Kim,Online,19,$54.99,$26.95,"$1,044.81",$512.05,$532.76,51.0%
2025-03-31,East,India,Home & Kitchen,Cookware Set,J. Kim,Retail Store,31,$119.99,$56.40,"$3,719.69","$1,748.40","$1,971.29",53.0%
2025-03-31,South,Argentina,Home & Kitchen,Blender,J. Kim,Online,3,$44.99,$28.34,$134.97,$85.02,$49.95,37.0%
2025-03-31,West,Germany,Electronics,Bluetooth Speaker,L. Rossi,Retail Store,21,$39.99,$20.39,$839.79,$428.19,$411.60,49.0%
2025-03-31,South,Argentina,Apparel,Jacket,T. Novak,Retail Store,16,$99.99,$46.00,"$1,599.84",$736.00,$863.84,54.0%
2025-03-31,South,Argentina,Home & Kitchen,Blender,R. Chen,Online,2,$44.99,$28.34,$89.98,$56.68,$33.30,37.0%
2025-04-01,South,Argentina,Apparel,Running Shoes,S. Owusu,Wholesale,37,$74.99,$39.74,"$2,774.63","$1,470.38","$1,304.25",47.0%
2025-04-01,East,India,Electronics,Smart Watch,L. Rossi,Retail Store,8,$149.99,$69.00,"$1,199.92",$552.00,$647.92,54.0%
2025-04-02,North,Canada,Home & Kitchen,Blender,R. Chen,Online,21,$44.99,$28.34,$944.79,$595.14,$349.65,37.0%
2025-04-02,South,Argentina,Home & Kitchen,Cookware Set,S. Owusu,Wholesale,6,$119.99,$56.40,$719.94,$338.40,$381.54,53.0%
2025-04-02,West,UK,Office,Monitor Arm,L. Rossi,Online,32,$64.99,$31.85,"$2,079.68","$1,019.20","$1,060.48",51.0%
2025-04-02,West,Germany,Home & Kitchen,Cookware Set,R. Chen,Retail Store,18,$119.99,$56.40,"$2,159.82","$1,015.20","$1,144.62",53.0%
2025-04-02,South,Argentina,Electronics,Wireless Earbuds,L. Rossi,Wholesale,20,$59.99,$34.79,"$1,199.80",$695.80,$504.00,42.0%
2025-04-03,North,Canada,Home & Kitchen,Coffee Maker,K. Ivanova,Online,35,$69.99,$41.29,"$2,449.65","$1,445.15","$1,004.50",41.0%
2025-04-04,North,Canada,Office,Notebook Set,R. Chen,Online,22,$14.99,$8.69,$329.78,$191.18,$138.60,42.0%
2025-04-04,West,UK,Apparel,Backpack,S. Owusu,Online,39,$54.99,$26.95,"$2,144.61","$1,051.05","$1,093.56",51.0%
2025-04-04,South,Argentina,Electronics,Laptop Stand,K. Ivanova,Online,40,$24.99,$12.25,$999.60,$490.00,$509.60,51.0%
2025-04-04,West,UK,Electronics,Bluetooth Speaker,J. Kim,Wholesale,27,$39.99,$20.39,"$1,079.73",$550.53,$529.20,49.0%
2025-04-05,North,Canada,Office,Desk Chair,J. Kim,Online,5,$179.99,$82.80,$899.95,$414.00,$485.95,54.0%
2025-04-06,North,Canada,Electronics,Wireless Earbuds,L. Rossi,Wholesale,3,$59.99,$34.79,$179.97,$104.37,$75.60,42.0%
2025-04-06,East,Japan,Electronics,Bluetooth Speaker,A. Patel,Online,13,$39.99,$20.39,$519.87,$265.07,$254.80,49.0%
2025-04-06,South,Brazil,Office,Desk Chair,L. Rossi,Online,17,$179.99,$82.80,"$3,059.83","$1,407.60","$1,652.23",54.0%
2025-04-06,North,Canada,Apparel,Jacket,K. Ivanova,Retail Store,15,$99.99,$46.00,"$1,499.85",$690.00,$809.85,54.0%
2025-04-07,West,Germany,Apparel,Backpack,T. Novak,Online,11,$54.99,$26.95,$604.89,$296.45,$308.44,51.0%
2025-04-08,South,Brazil,Home & Kitchen,Air Fryer,R. Chen,Online,5,$89.99,$53.99,$449.95,$269.95,$180.00,40.0%
2025-04-09,South,Brazil,Office,Desk Chair,T. Novak,Wholesale,15,$179.99,$82.80,"$2,699.85","$1,242.00","$1,457.85",54.0%
2025-04-09,North,USA,Apparel,Sunglasses,K. Ivanova,Retail Store,28,$34.99,$19.24,$979.72,$538.72,$441.00,45.0%
2025-04-09,North,USA,Office,Desk Chair,J. Kim,Retail Store,35,$179.99,$82.80,"$6,299.65","$2,898.00","$3,401.65",54.0%
2025-04-10,East,Japan,Office,Notebook Set,T. Novak,Retail Store,10,$14.99,$8.69,$149.90,$86.90,$63.00,42.0%
2025-04-12,South,Brazil,Electronics,Smart Watch,K. Ivanova,Retail Store,5,$149.99,$69.00,$749.95,$345.00,$404.95,54.0%
2025-04-12,South,Argentina,Apparel,Backpack,K. Ivanova,Retail Store,29,$54.99,$26.95,"$1,594.71",$781.55,$813.16,51.0%
2025-04-12,East,India,Electronics,Laptop Stand,L. Rossi,Retail Store,10,$24.99,$12.25,$249.90,$122.50,$127.40,51.0%
2025-04-13,South,Argentina,Apparel,Jacket,T. Novak,Wholesale,31,$99.99,$46.00,"$3,099.69","$1,426.00","$1,673.69",54.0%
2025-04-14,North,Canada,Electronics,Laptop Stand,M. Silva,Online,31,$24.99,$12.25,$774.69,$379.75,$394.94,51.0%
2025-04-14,East,India,Electronics,Wireless Earbuds,T. Novak,Online,30,$59.99,$34.79,"$1,799.70","$1,043.70",$756.00,42.0%
2025-04-15,East,India,Apparel,Backpack,S. Owusu,Wholesale,9,$54.99,$26.95,$494.91,$242.55,$252.36,51.0%
2025-04-15,West,Germany,Home & Kitchen,Blender,K. Ivanova,Online,20,$44.99,$28.34,$899.80,$566.80,$333.00,37.0%
2025-04-15,South,Argentina,Home & Kitchen,Coffee Maker,L. Rossi,Wholesale,36,$69.99,$41.29,"$2,519.64","$1,486.44","$1,033.20",41.0%
2025-04-17,West,Germany,Home & Kitchen,Air Fryer,A. Patel,Retail Store,8,$89.99,$53.99,$719.92,$431.92,$288.00,40.0%
2025-04-17,East,Japan,Electronics,Smart Watch,T. Novak,Retail Store,22,$149.99,$69.00,"$3,299.78","$1,518.00","$1,781.78",54.0%
2025-04-18,East,India,Home & Kitchen,Coffee Maker,M. Silva,Online,18,$69.99,$41.29,"$1,259.82",$743.22,$516.60,41.0%
2025-04-18,South,Argentina,Electronics,Smart Watch,A. Patel,Online,38,$149.99,$69.00,"$5,699.62","$2,622.00","$3,077.62",54.0%
2025-04-18,South,Brazil,Electronics,Wireless Earbuds,K. Ivanova,Retail Store,39,$59.99,$34.79,"$2,339.61","$1,356.81",$982.80,42.0%
2025-04-19,North,USA,Electronics,Bluetooth Speaker,A. Patel,Online,17,$39.99,$20.39,$679.83,$346.63,$333.20,49.0%
2025-04-20,East,Japan,Home & Kitchen,Air Fryer,M. Silva,Wholesale,29,$89.99,$53.99,"$2,609.71","$1,565.71","$1,044.00",40.0%
2025-04-20,South,Argentina,Apparel,Jacket,J. Kim,Retail Store,38,$99.99,$46.00,"$3,799.62","$1,748.00","$2,051.62",54.0%
2025-04-20,West,Germany,Home & Kitchen,Cookware Set,J. Kim,Online,23,$119.99,$56.40,"$2,759.77","$1,297.20","$1,462.57",53.0%
2025-04-20,East,Japan,Office,Notebook Set,A. Patel,Online,24,$14.99,$8.69,$359.76,$208.56,$151.20,42.0%
2025-04-21,East,India,Electronics,Laptop Stand,J. Kim,Online,23,$24.99,$12.25,$574.77,$281.75,$293.02,51.0%
2025-04-21,West,UK,Apparel,Running Shoes,L. Rossi,Online,38,$74.99,$39.74,"$2,849.62","$1,510.12","$1,339.50",47.0%
2025-04-22,North,USA,Office,Notebook Set,J. Kim,Online,4,$14.99,$8.69,$59.96,$34.76,$25.20,42.0%
2025-04-22,North,Canada,Office,Monitor Arm,K. Ivanova,Retail Store,37,$64.99,$31.85,"$2,404.63","$1,178.45","$1,226.18",51.0%
2025-04-22,East,Japan,Office,Monitor Arm,S. Owusu,Online,6,$64.99,$31.85,$389.94,$191.10,$198.84,51.0%
2025-04-23,West,Germany,Electronics,Smart Watch,L. Rossi,Online,10,$149.99,$69.00,"$1,499.90",$690.00,$809.90,54.0%
2025-04-23,South,Argentina,Home & Kitchen,Air Fryer,A. Patel,Online,29,$89.99,$53.99,"$2,609.71","$1,565.71","$1,044.00",40.0%
2025-04-23,South,Argentina,Home & Kitchen,Cookware Set,S. Owusu,Online,36,$119.99,$56.40,"$4,319.64","$2,030.40","$2,289.24",53.0%
2025-04-23,North,USA,Office,Notebook Set,L. Rossi,Online,37,$14.99,$8.69,$554.63,$321.53,$233.10,42.0%
2025-04-24,South,Argentina,Apparel,Backpack,R. Chen,Online,13,$54.99,$26.95,$714.87,$350.35,$364.52,51.0%
2025-04-24,South,Brazil,Office,Notebook Set,J. Kim,Retail Store,17,$14.99,$8.69,$254.83,$147.73,$107.10,42.0%
2025-04-24,North,Canada,Home & Kitchen,Blender,J. Kim,Online,21,$44.99,$28.34,$944.79,$595.14,$349.65,37.0%
2025-04-25,North,Canada,Apparel,Running Shoes,T. Novak,Retail Store,28,$74.99,$39.74,"$2,099.72","$1,112.72",$987.00,47.0%
2025-04-25,East,Japan,Apparel,Sunglasses,L. Rossi,Wholesale,30,$34.99,$19.24,"$1,049.70",$577.20,$472.50,45.0%
2025-04-25,West,UK,Apparel,Running Shoes,L. Rossi,Online,21,$74.99,$39.74,"$1,574.79",$834.54,$740.25,47.0%
2025-04-25,North,USA,Home & Kitchen,Blender,T. Novak,Wholesale,31,$44.99,$28.34,"$1,394.69",$878.54,$516.15,37.0%
2025-04-25,North,Canada,Office,Desk Lamp,S. Owusu,Online,13,$29.99,$16.79,$389.87,$218.27,$171.60,44.0%
2025-04-26,East,Japan,Home & Kitchen,Cookware Set,S. Owusu,Online,36,$119.99,$56.40,"$4,319.64","$2,030.40","$2,289.24",53.0%
2025-04-26,West,UK,Electronics,Bluetooth Speaker,J. Kim,Wholesale,28,$39.99,$20.39,"$1,119.72",$570.92,$548.80,49.0%
2025-04-26,South,Argentina,Office,Desk Chair,T. Novak,Online,33,$179.99,$82.80,"$5,939.67","$2,732.40","$3,207.27",54.0%
2025-04-27,North,USA,Office,Monitor Arm,L. Rossi,Wholesale,5,$64.99,$31.85,$324.95,$159.25,$165.70,51.0%
2025-04-27,West,Germany,Apparel,Running Shoes,M. Silva,Online,30,$74.99,$39.74,"$2,249.70","$1,192.20","$1,057.50",47.0%
2025-04-29,North,Canada,Office,Notebook Set,A. Patel,Retail Store,29,$14.99,$8.69,$434.71,$252.01,$182.70,42.0%
2025-04-29,South,Argentina,Office,Monitor Arm,T. Novak,Retail Store,25,$64.99,$31.85,"$1,624.75",$796.25,$828.50,51.0%
2025-04-30,North,Canada,Apparel,Sunglasses,S. Owusu,Online,23,$34.99,$19.24,$804.77,$442.52,$362.25,45.0%
2025-04-30,South,Brazil,Office,Desk Chair,S. Owusu,Wholesale,13,$179.99,$82.80,"$2,339.87","$1,076.40","$1,263.47",54.0%
2025-04-30,North,Canada,Office,Desk Lamp,L. Rossi,Wholesale,40,$29.99,$16.79,"$1,199.60",$671.60,$528.00,44.0%
2025-05-01,North,USA,Apparel,Sunglasses,J. Kim,Online,8,$34.99,$19.24,$279.92,$153.92,$126.00,45.0%
2025-05-01,West,UK,Apparel,Sunglasses,J. Kim,Online,9,$34.99,$19.24,$314.91,$173.16,$141.75,45.0%
2025-05-02,West,UK,Apparel,Backpack,K. Ivanova,Retail Store,36,$54.99,$26.95,"$1,979.64",$970.20,"$1,009.44",51.0%
2025-05-02,South,Argentina,Office,Monitor Arm,M. Silva,Retail Store,14,$64.99,$31.85,$909.86,$445.90,$463.96,51.0%
2025-05-03,South,Brazil,Home & Kitchen,Coffee Maker,A. Patel,Online,22,$69.99,$41.29,"$1,539.78",$908.38,$631.40,41.0%
2025-05-03,North,USA,Electronics,Laptop Stand,J. Kim,Online,39,$24.99,$12.25,$974.61,$477.75,$496.86,51.0%
2025-05-04,South,Argentina,Office,Desk Chair,S. Owusu,Online,27,$179.99,$82.80,"$4,859.73","$2,235.60","$2,624.13",54.0%
2025-05-04,North,Canada,Home & Kitchen,Air Fryer,S. Owusu,Online,12,$89.99,$53.99,"$1,079.88",$647.88,$432.00,40.0%
2025-05-04,South,Brazil,Apparel,Sunglasses,J. Kim,Online,35,$34.99,$19.24,"$1,224.65",$673.40,$551.25,45.0%
2025-05-05,South,Argentina,Electronics,Bluetooth Speaker,J. Kim,Online,31,$39.99,$20.39,"$1,239.69",$632.09,$607.60,49.0%
2025-05-06,West,UK,Office,Desk Chair,R. Chen,Online,26,$179.99,$82.80,"$4,679.74","$2,152.80","$2,526.94",54.0%
2025-05-06,East,India,Electronics,Smart Watch,M. Silva,Online,23,$149.99,$69.00,"$3,449.77","$1,587.00","$1,862.77",54.0%
2025-05-07,South,Argentina,Electronics,Smart Watch,L. Rossi,Online,12,$149.99,$69.00,"$1,799.88",$828.00,$971.88,54.0%
2025-05-07,North,Canada,Home & Kitchen,Blender,K. Ivanova,Online,28,$44.99,$28.34,"$1,259.72",$793.52,$466.20,37.0%
2025-05-08,East,India,Apparel,Jacket,R. Chen,Retail Store,19,$99.99,$46.00,"$1,899.81",$874.00,"$1,025.81",54.0%
2025-05-08,East,India,Office,Notebook Set,J. Kim,Retail Store,12,$14.99,$8.69,$179.88,$104.28,$75.60,42.0%
2025-05-08,West,Germany,Home & Kitchen,Air Fryer,R. Chen,Online,7,$89.99,$53.99,$629.93,$377.93,$252.00,40.0%
2025-05-09,North,USA,Home & Kitchen,Air Fryer,T. Novak,Retail Store,12,$89.99,$53.99,"$1,079.88",$647.88,$432.00,40.0%
2025-05-09,North,Canada,Home & Kitchen,Air Fryer,L. Rossi,Retail Store,15,$89.99,$53.99,"$1,349.85",$809.85,$540.00,40.0%
2025-05-09,West,Germany,Office,Monitor Arm,S. Owusu,Wholesale,30,$64.99,$31.85,"$1,949.70",$955.50,$994.20,51.0%
2025-05-09,North,Canada,Office,Notebook Set,K. Ivanova,Online,12,$14.99,$8.69,$179.88,$104.28,$75.60,42.0%
2025-05-10,South,Argentina,Office,Desk Chair,K. Ivanova,Wholesale,31,$179.99,$82.80,"$5,579.69","$2,566.80","$3,012.89",54.0%
2025-05-10,South,Argentina,Apparel,Sunglasses,J. Kim,Online,24,$34.99,$19.24,$839.76,$461.76,$378.00,45.0%
2025-05-10,South,Argentina,Apparel,Backpack,A. Patel,Retail Store,39,$54.99,$26.95,"$2,144.61","$1,051.05","$1,093.56",51.0%
2025-05-10,East,Japan,Electronics,Wireless Earbuds,J. Kim,Retail Store,30,$59.99,$34.79,"$1,799.70","$1,043.70",$756.00,42.0%
2025-05-11,North,Canada,Apparel,Backpack,A. Patel,Online,22,$54.99,$26.95,"$1,209.78",$592.90,$616.88,51.0%
2025-05-11,West,Germany,Home & Kitchen,Coffee Maker,S. Owusu,Retail Store,12,$69.99,$41.29,$839.88,$495.48,$344.40,41.0%
2025-05-12,South,Brazil,Home & Kitchen,Air Fryer,M. Silva,Wholesale,32,$89.99,$53.99,"$2,879.68","$1,727.68","$1,152.00",40.0%
2025-05-14,North,USA,Apparel,Jacket,L. Rossi,Online,5,$99.99,$46.00,$499.95,$230.00,$269.95,54.0%
2025-05-14,South,Argentina,Apparel,Jacket,J. Kim,Online,12,$99.99,$46.00,"$1,199.88",$552.00,$647.88,54.0%
2025-05-14,East,India,Home & Kitchen,Air Fryer,J. Kim,Online,8,$89.99,$53.99,$719.92,$431.92,$288.00,40.0%
2025-05-15,South,Brazil,Electronics,Laptop Stand,T. Novak,Retail Store,33,$24.99,$12.25,$824.67,$404.25,$420.42,51.0%
2025-05-15,West,Germany,Apparel,Jacket,T. Novak,Retail Store,10,$99.99,$46.00,$999.90,$460.00,$539.90,54.0%
2025-05-15,South,Argentina,Office,Notebook Set,M. Silva,Online,32,$14.99,$8.69,$479.68,$278.08,$201.60,42.0%
2025-05-15,West,Germany,Apparel,Backpack,S. Owusu,Online,38,$54.99,$26.95,"$2,089.62","$1,024.10","$1,065.52",51.0%
2025-05-16,South,Argentina,Office,Desk Chair,R. Chen,Online,9,$179.99,$82.80,"$1,619.91",$745.20,$874.71,54.0%
2025-05-17,South,Brazil,Electronics,Smart Watch,T. Novak,Retail Store,37,$149.99,$69.00,"$5,549.63","$2,553.00","$2,996.63",54.0%
2025-05-17,North,Canada,Electronics,Laptop Stand,M. Silva,Online,21,$24.99,$12.25,$524.79,$257.25,$267.54,51.0%
2025-05-17,East,India,Apparel,Jacket,L. Rossi,Online,10,$99.99,$46.00,$999.90,$460.00,$539.90,54.0%
2025-05-18,North,USA,Apparel,Jacket,K. Ivanova,Online,30,$99.99,$46.00,"$2,999.70","$1,380.00","$1,619.70",54.0%
2025-05-18,East,Japan,Apparel,Jacket,K. Ivanova,Retail Store,4,$99.99,$46.00,$399.96,$184.00,$215.96,54.0%
2025-05-18,East,India,Apparel,Backpack,T. Novak,Online,32,$54.99,$26.95,"$1,759.68",$862.40,$897.28,51.0%
2025-05-18,West,UK,Home & Kitchen,Cookware Set,R. Chen,Wholesale,27,$119.99,$56.40,"$3,239.73","$1,522.80","$1,716.93",53.0%
2025-05-18,West,Germany,Apparel,Jacket,K. Ivanova,Online,27,$99.99,$46.00,"$2,699.73","$1,242.00","$1,457.73",54.0%
2025-05-18,West,UK,Home & Kitchen,Blender,K. Ivanova,Online,10,$44.99,$28.34,$449.90,$283.40,$166.50,37.0%
2025-05-19,North,Canada,Electronics,Wireless Earbuds,M. Silva,Online,34,$59.99,$34.79,"$2,039.66","$1,182.86",$856.80,42.0%
2025-05-20,East,India,Apparel,Jacket,T. Novak,Online,17,$99.99,$46.00,"$1,699.83",$782.00,$917.83,54.0%
2025-05-20,East,Japan,Electronics,Smart Watch,M. Silva,Online,10,$149.99,$69.00,"$1,499.90",$690.00,$809.90,54.0%
2025-05-20,South,Brazil,Apparel,Jacket,K. Ivanova,Retail Store,12,$99.99,$46.00,"$1,199.88",$552.00,$647.88,54.0%
2025-05-20,West,Germany,Office,Monitor Arm,J. Kim,Online,4,$64.99,$31.85,$259.96,$127.40,$132.56,51.0%
2025-05-20,South,Brazil,Home & Kitchen,Cookware Set,J. Kim,Online,32,$119.99,$56.40,"$3,839.68","$1,804.80","$2,034.88",53.0%
2025-05-20,East,Japan,Apparel,Jacket,T. Novak,Online,35,$99.99,$46.00,"$3,499.65","$1,610.00","$1,889.65",54.0%
2025-05-20,South,Argentina,Apparel,Jacket,K. Ivanova,Wholesale,22,$99.99,$46.00,"$2,199.78","$1,012.00","$1,187.78",54.0%
2025-05-21,North,USA,Office,Notebook Set,R. Chen,Retail Store,23,$14.99,$8.69,$344.77,$199.87,$144.90,42.0%
2025-05-21,North,USA,Office,Notebook Set,M. Silva,Wholesale,10,$14.99,$8.69,$149.90,$86.90,$63.00,42.0%
2025-05-21,East,India,Office,Desk Lamp,S. Owusu,Wholesale,10,$29.99,$16.79,$299.90,$167.90,$132.00,44.0%
2025-05-21,East,Japan,Home & Kitchen,Air Fryer,R. Chen,Retail Store,32,$89.99,$53.99,"$2,879.68","$1,727.68","$1,152.00",40.0%
2025-05-21,West,UK,Apparel,Sunglasses,R. Chen,Retail Store,9,$34.99,$19.24,$314.91,$173.16,$141.75,45.0%
2025-05-21,South,Argentina,Home & Kitchen,Blender,M. Silva,Online,38,$44.99,$28.34,"$1,709.62","$1,076.92",$632.70,37.0%
2025-05-22,North,Canada,Office,Desk Chair,T. Novak,Online,22,$179.99,$82.80,"$3,959.78","$1,821.60","$2,138.18",54.0%
